period_date,sector_code,sector_name,employment_thousands
2000-01-01,CES4200000001,Wholesale Trade,15165.2
2000-02-01,CES4200000001,Wholesale Trade,15174.1
2000-03-01,CES4200000001,Wholesale Trade,15208.0
2000-04-01,CES4200000001,Wholesale Trade,15281.9
2000-05-01,CES4200000001,Wholesale Trade,15233.0
2000-06-01,CES4200000001,Wholesale Trade,15243.2
2000-07-01,CES4200000001,Wholesale Trade,15257.2
2000-08-01,CES4200000001,Wholesale Trade,15279.7
2000-09-01,CES4200000001,Wholesale Trade,15303.4
2000-10-01,CES4200000001,Wholesale Trade,15308.3
2000-11-01,CES4200000001,Wholesale Trade,15315.8
2000-12-01,CES4200000001,Wholesale Trade,15362.5
2001-01-01,CES4200000001,Wholesale Trade,15336.1
2001-02-01,CES4200000001,Wholesale Trade,15354.0
2001-03-01,CES4200000001,Wholesale Trade,15329.6
2001-04-01,CES4200000001,Wholesale Trade,15233.9
2001-05-01,CES4200000001,Wholesale Trade,15237.6
2001-06-01,CES4200000001,Wholesale Trade,15241.8
2001-07-01,CES4200000001,Wholesale Trade,15180.5
2001-08-01,CES4200000001,Wholesale Trade,15185.3
2001-09-01,CES4200000001,Wholesale Trade,15175.7
2001-10-01,CES4200000001,Wholesale Trade,15148.9
2001-11-01,CES4200000001,Wholesale Trade,15126.5
2001-12-01,CES4200000001,Wholesale Trade,15077.2
2002-01-01,CES4200000001,Wholesale Trade,15039.8
2002-02-01,CES4200000001,Wholesale Trade,15043.5
2002-03-01,CES4200000001,Wholesale Trade,15051.6
2002-04-01,CES4200000001,Wholesale Trade,15049.2
2002-05-01,CES4200000001,Wholesale Trade,15029.6
2002-06-01,CES4200000001,Wholesale Trade,15018.6
2002-07-01,CES4200000001,Wholesale Trade,15016.5
2002-08-01,CES4200000001,Wholesale Trade,14971.2
2002-09-01,CES4200000001,Wholesale Trade,14952.7
2002-10-01,CES4200000001,Wholesale Trade,14958.1
2002-11-01,CES4200000001,Wholesale Trade,14945.3
2002-12-01,CES4200000001,Wholesale Trade,14957.2
2003-01-01,CES4200000001,Wholesale Trade,14939.1
2003-02-01,CES4200000001,Wholesale Trade,14904.0
2003-03-01,CES4200000001,Wholesale Trade,14879.2
2003-04-01,CES4200000001,Wholesale Trade,14889.6
2003-05-01,CES4200000001,Wholesale Trade,14881.1
2003-06-01,CES4200000001,Wholesale Trade,14866.3
2003-07-01,CES4200000001,Wholesale Trade,14854.4
2003-08-01,CES4200000001,Wholesale Trade,14881.5
2003-09-01,CES4200000001,Wholesale Trade,14912.4
2003-10-01,CES4200000001,Wholesale Trade,14928.2
2003-11-01,CES4200000001,Wholesale Trade,14907.5
2003-12-01,CES4200000001,Wholesale Trade,14901.3
2004-01-01,CES4200000001,Wholesale Trade,14948.1
2004-02-01,CES4200000001,Wholesale Trade,14946.4
2004-03-01,CES4200000001,Wholesale Trade,14994.6
2004-04-01,CES4200000001,Wholesale Trade,15014.6
2004-05-01,CES4200000001,Wholesale Trade,15029.6
2004-06-01,CES4200000001,Wholesale Trade,15053.4
2004-07-01,CES4200000001,Wholesale Trade,15037.3
2004-08-01,CES4200000001,Wholesale Trade,15038.1
2004-09-01,CES4200000001,Wholesale Trade,15062.7
2004-10-01,CES4200000001,Wholesale Trade,15090.7
2004-11-01,CES4200000001,Wholesale Trade,15111.8
2004-12-01,CES4200000001,Wholesale Trade,15104.1
2005-01-01,CES4200000001,Wholesale Trade,15124.4
2005-02-01,CES4200000001,Wholesale Trade,15164.4
2005-03-01,CES4200000001,Wholesale Trade,15165.9
2005-04-01,CES4200000001,Wholesale Trade,15215.2
2005-05-01,CES4200000001,Wholesale Trade,15232.1
2005-06-01,CES4200000001,Wholesale Trade,15266.2
2005-07-01,CES4200000001,Wholesale Trade,15307.7
2005-08-01,CES4200000001,Wholesale Trade,15323.9
2005-09-01,CES4200000001,Wholesale Trade,15297.6
2005-10-01,CES4200000001,Wholesale Trade,15294.6
2005-11-01,CES4200000001,Wholesale Trade,15325.6
2005-12-01,CES4200000001,Wholesale Trade,15331.2
2006-01-01,CES4200000001,Wholesale Trade,15318.9
2006-02-01,CES4200000001,Wholesale Trade,15325.6
2006-03-01,CES4200000001,Wholesale Trade,15351.8
2006-04-01,CES4200000001,Wholesale Trade,15317.0
2006-05-01,CES4200000001,Wholesale Trade,15285.6
2006-06-01,CES4200000001,Wholesale Trade,15297.4
2006-07-01,CES4200000001,Wholesale Trade,15298.9
2006-08-01,CES4200000001,Wholesale Trade,15301.6
2006-09-01,CES4200000001,Wholesale Trade,15304.8
2006-10-01,CES4200000001,Wholesale Trade,15338.6
2006-11-01,CES4200000001,Wholesale Trade,15374.0
2006-12-01,CES4200000001,Wholesale Trade,15375.3
2007-01-01,CES4200000001,Wholesale Trade,15411.5
2007-02-01,CES4200000001,Wholesale Trade,15440.3
2007-03-01,CES4200000001,Wholesale Trade,15498.8
2007-04-01,CES4200000001,Wholesale Trade,15477.4
2007-05-01,CES4200000001,Wholesale Trade,15494.4
2007-06-01,CES4200000001,Wholesale Trade,15478.7
2007-07-01,CES4200000001,Wholesale Trade,15483.2
2007-08-01,CES4200000001,Wholesale Trade,15484.0
2007-09-01,CES4200000001,Wholesale Trade,15492.7
2007-10-01,CES4200000001,Wholesale Trade,15485.8
2007-11-01,CES4200000001,Wholesale Trade,15549.8
2007-12-01,CES4200000001,Wholesale Trade,15544.7
2008-01-01,CES4200000001,Wholesale Trade,15525.5
2008-02-01,CES4200000001,Wholesale Trade,15490.6
2008-03-01,CES4200000001,Wholesale Trade,15479.9
2008-04-01,CES4200000001,Wholesale Trade,15396.7
2008-05-01,CES4200000001,Wholesale Trade,15334.0
2008-06-01,CES4200000001,Wholesale Trade,15310.0
2008-07-01,CES4200000001,Wholesale Trade,15270.2
2008-08-01,CES4200000001,Wholesale Trade,15209.3
2008-09-01,CES4200000001,Wholesale Trade,15143.5
2008-10-01,CES4200000001,Wholesale Trade,15081.9
2008-11-01,CES4200000001,Wholesale Trade,14953.1
2008-12-01,CES4200000001,Wholesale Trade,14847.5
2009-01-01,CES4200000001,Wholesale Trade,14763.8
2009-02-01,CES4200000001,Wholesale Trade,14680.6
2009-03-01,CES4200000001,Wholesale Trade,14594.3
2009-04-01,CES4200000001,Wholesale Trade,14530.6
2009-05-01,CES4200000001,Wholesale Trade,14514.9
2009-06-01,CES4200000001,Wholesale Trade,14501.7
2009-07-01,CES4200000001,Wholesale Trade,14446.8
2009-08-01,CES4200000001,Wholesale Trade,14438.7
2009-09-01,CES4200000001,Wholesale Trade,14406.6
2009-10-01,CES4200000001,Wholesale Trade,14358.2
2009-11-01,CES4200000001,Wholesale Trade,14340.4
2009-12-01,CES4200000001,Wholesale Trade,14309.1
